image_name,part_0_x,part_0_y,part_1_x,part_1_y,part_2_x,part_2_y,part_3_x,part_3_y,part_4_x,part_4_y,part_5_x,part_5_y,part_6_x,part_6_y,part_7_x,part_7_y,part_8_x,part_8_y,part_9_x,part_9_y,part_10_x,part_10_y,part_11_x,part_11_y,part_12_x,part_12_y,part_13_x,part_13_y,part_14_x,part_14_y,part_15_x,part_15_y,part_16_x,part_16_y,part_17_x,part_17_y,part_18_x,part_18_y,part_19_x,part_19_y,part_20_x,part_20_y,part_21_x,part_21_y,part_22_x,part_22_y,part_23_x,part_23_y,part_24_x,part_24_y,part_25_x,part_25_y,part_26_x,part_26_y,part_27_x,part_27_y,part_28_x,part_28_y,part_29_x,part_29_y,part_30_x,part_30_y,part_31_x,part_31_y,part_32_x,part_32_y,part_33_x,part_33_y,part_34_x,part_34_y,part_35_x,part_35_y,part_36_x,part_36_y,part_37_x,part_37_y,part_38_x,part_38_y,part_39_x,part_39_y,part_40_x,part_40_y,part_41_x,part_41_y,part_42_x,part_42_y,part_43_x,part_43_y,part_44_x,part_44_y,part_45_x,part_45_y,part_46_x,part_46_y,part_47_x,part_47_y,part_48_x,part_48_y,part_49_x,part_49_y,part_50_x,part_50_y,part_51_x,part_51_y,part_52_x,part_52_y,part_53_x,part_53_y,part_54_x,part_54_y,part_55_x,part_55_y,part_56_x,part_56_y,part_57_x,part_57_y,part_58_x,part_58_y,part_59_x,part_59_y,part_60_x,part_60_y,part_61_x,part_61_y,part_62_x,part_62_y,part_63_x,part_63_y,part_64_x,part_64_y,part_65_x,part_65_y,part_66_x,part_66_y,part_67_x,part_67_y
705.jpeg,9,43,10,53,12,62,14,72,16,81,21,88,27,94,36,97,46,97,57,97,65,94,72,88,77,81,80,72,82,62,84,53,85,43,15,32,19,26,26,23,34,24,41,26,52,27,60,24,68,23,75,26,80,32,47,35,47,42,47,48,47,54,40,61,43,62,47,62,51,62,54,61,23,38,27,34,33,34,37,38,32,40,27,40,58,39,62,34,68,34,72,38,68,40,63,40,33,78,38,74,43,72,47,73,50,72,56,75,61,78,56,82,51,83,47,83,43,82,38,81,35,78,43,77,47,77,51,77,58,78,50,77,47,77,43,77
706.jpeg,6,36,7,47,9,57,10,66,12,76,17,85,25,91,33,96,44,97,55,96,63,92,70,86,75,77,78,68,80,58,83,49,84,39,13,29,19,25,26,24,33,26,40,29,56,29,63,27,70,26,76,27,81,31,48,37,48,43,48,50,48,56,40,61,44,62,48,64,51,63,55,61,21,36,25,34,31,35,36,38,30,38,25,38,59,39,64,36,70,36,74,38,70,40,64,40,31,75,37,73,43,72,47,73,51,72,56,73,61,76,56,81,51,83,47,83,42,83,36,81,34,76,43,76,47,76,51,76,58,76,51,77,47,78,43,77
707.jpeg,0,31,-1,44,0,55,0,67,2,78,8,87,16,93,26,97,37,99,46,99,56,96,65,93,73,87,78,80,82,72,85,64,88,56,14,21,23,17,33,16,42,18,50,24,64,27,71,26,79,28,85,32,88,38,57,36,56,43,56,49,55,56,43,63,47,64,51,65,54,66,57,67,23,33,30,31,36,32,41,38,35,37,28,36,64,44,71,41,77,43,81,47,76,48,70,46,27,74,37,73,45,72,48,74,52,74,56,78,60,82,53,84,47,84,43,83,40,82,33,80,30,75,43,76,46,77,50,78,57,81,49,79,45,78,42,77
708.jpeg,4,34,5,45,6,57,7,67,11,77,17,86,25,92,35,96,45,96,55,95,63,90,70,84,76,75,79,66,81,56,83,47,84,37,11,28,17,23,26,21,35,22,43,25,54,26,62,23,70,23,77,25,82,30,49,31,49,40,49,48,49,57,40,59,44,61,48,63,52,62,55,60,21,33,25,30,31,30,36,34,31,35,25,35,59,34,64,31,70,31,73,34,70,36,64,36,32,73,37,70,43,69,46,70,50,70,54,71,58,74,53,79,49,82,45,82,42,81,36,79,34,73,43,71,46,72,49,72,55,74,49,76,46,77,42,76
709.jpeg,11,48,13,57,14,66,15,75,17,84,23,91,30,96,40,98,50,98,61,98,70,95,77,89,82,81,84,72,84,63,85,53,85,43,16,37,19,31,26,27,34,26,41,28,52,27,59,25,67,25,74,28,79,34,47,36,47,41,47,47,48,52,41,61,45,61,48,62,52,61,55,60,24,41,28,38,33,37,38,41,33,42,28,42,56,40,61,36,67,36,71,38,67,40,62,41,33,78,39,74,44,72,48,73,52,71,58,73,64,77,58,80,53,81,49,81,45,81,39,80,36,77,44,75,49,76,53,75,62,77,53,76,49,77,44,76
71.jpeg,6,38,5,48,4,57,4,66,7,76,12,85,20,91,29,95,40,97,52,96,62,93,72,89,80,81,84,73,86,63,87,54,88,44,16,27,21,23,29,22,37,23,45,27,53,27,61,25,70,24,77,27,81,33,49,34,49,41,48,48,48,55,39,60,43,62,47,63,51,62,54,61,23,35,27,32,32,33,37,36,32,37,27,37,58,38,63,34,68,35,72,38,68,39,63,39,31,74,37,70,42,69,45,70,49,69,53,72,57,76,52,77,48,78,44,78,41,78,36,76,34,73,42,73,45,73,48,74,54,75,48,73,45,73,41,73
710.jpeg,7,31,9,42,12,53,15,64,19,74,25,82,33,90,42,96,52,96,61,94,68,87,74,79,78,70,80,60,82,50,83,39,83,29,16,31,22,27,29,26,36,27,43,29,56,28,62,25,69,23,75,23,80,26,50,35,50,43,51,51,51,59,42,61,46,63,51,64,55,63,59,61,24,36,29,35,34,34,39,37,34,39,29,39,59,36,64,33,69,32,73,34,69,37,64,37,36,73,42,73,47,72,51,73,54,72,60,73,65,73,60,78,55,80,52,81,47,80,42,78,38,74,47,74,51,75,55,74,63,74,55,75,51,75,47,75
711.jpeg,7,43,9,53,12,62,15,72,19,81,25,89,34,94,43,98,53,98,63,96,70,92,76,85,80,76,82,67,83,57,84,47,85,37,14,30,20,26,26,25,33,25,39,27,55,26,61,23,67,21,74,22,79,26,48,37,48,43,49,49,50,55,44,62,47,63,51,63,54,62,57,61,21,40,26,36,32,36,38,40,32,42,26,42,58,39,63,34,69,33,73,36,70,39,64,40,36,77,41,73,48,70,52,70,55,69,61,71,66,75,62,81,57,84,53,85,48,85,42,82,38,77,48,73,52,73,56,73,64,75,56,79,52,79,48,79
712.jpeg,7,44,8,53,10,62,12,71,16,80,22,88,30,93,39,97,49,97,59,96,67,92,74,87,79,79,81,70,83,60,84,50,84,41,14,32,19,28,26,26,33,26,40,28,54,27,60,24,67,23,74,24,79,28,46,35,46,40,47,45,47,50,42,58,45,59,48,59,51,58,55,56,21,39,25,34,31,34,36,38,31,40,25,40,58,37,62,32,68,31,72,35,68,37,62,38,35,76,39,70,45,66,49,66,52,65,58,67,63,73,60,80,54,83,51,84,46,84,40,82,38,76,45,70,49,69,52,69,61,72,53,78,50,78,46,79
713.jpeg,4,41,4,51,6,61,9,71,13,81,18,90,26,96,37,101,48,103,59,102,70,97,79,91,85,83,89,73,91,63,92,52,92,42,11,29,16,23,24,21,32,22,40,26,55,26,63,24,71,23,79,25,84,31,48,35,48,41,48,47,49,54,40,62,44,64,49,64,53,63,57,62,19,37,24,34,31,34,36,39,30,40,24,39,60,39,65,35,71,35,76,38,71,40,65,40,34,82,39,77,45,74,49,75,53,74,58,77,63,82,58,86,53,88,48,88,44,88,39,86,37,82,45,79,49,79,52,78,61,81,53,82,49,83,45,82
714.jpeg,14,43,14,52,14,62,16,71,20,79,25,86,31,91,39,94,48,95,56,93,64,88,70,82,74,74,77,66,79,57,79,48,80,39,17,33,21,28,28,26,36,27,42,31,51,31,57,26,65,25,72,26,76,32,46,37,46,45,46,51,46,59,37,60,41,62,46,64,51,62,55,60,24,38,28,36,33,37,37,40,32,41,28,40,56,39,60,36,64,36,68,37,65,40,60,40,33,73,38,72,42,71,46,72,49,71,54,71,59,72,54,76,50,77,46,78,42,78,37,77,35,73,42,73,46,74,49,73,57,72,50,74,46,74,42,74
715.jpeg,9,39,10,49,12,59,14,69,16,79,21,87,28,93,38,96,49,97,61,96,70,93,78,87,84,79,87,70,88,60,89,50,90,40,13,30,18,25,25,23,33,24,40,27,56,27,64,24,71,23,79,24,85,29,48,36,49,42,49,48,49,54,41,61,45,62,49,62,53,62,57,61,21,38,26,35,31,35,37,39,31,39,25,39,61,39,66,35,72,35,76,38,72,40,67,40,33,77,39,74,45,72,48,73,52,72,58,74,64,77,59,81,53,83,49,84,45,83,39,82,36,77,45,76,48,76,52,76,62,77,53,77,49,78,45,77
716.jpeg,8,42,8,52,10,62,12,72,16,81,21,88,29,94,36,98,45,99,54,98,63,95,71,90,76,82,80,73,84,64,85,54,86,44,16,30,21,26,28,24,36,25,43,27,54,28,61,26,69,26,76,28,80,34,48,37,48,45,48,52,48,59,41,65,44,66,48,67,51,66,54,65,23,38,28,36,33,36,38,40,33,41,27,40,58,40,63,37,69,37,73,40,68,42,63,41,36,82,40,78,45,76,48,77,50,76,54,78,57,83,54,85,50,86,47,86,44,85,40,84,38,82,44,80,48,80,50,80,55,82,50,81,47,81,44,80
717.jpeg,5,39,5,50,7,61,9,71,13,81,18,89,26,95,35,98,46,98,57,98,67,96,77,92,84,84,88,75,90,65,91,54,92,43,12,29,16,23,24,20,32,21,40,24,55,25,63,23,72,23,80,25,84,32,47,34,47,40,47,46,47,52,39,60,43,61,47,62,51,61,56,61,20,36,25,33,31,33,37,38,31,39,24,38,59,39,64,34,71,34,76,38,71,40,65,40,33,80,37,74,43,71,47,72,51,71,56,74,62,80,56,86,51,88,47,88,42,88,37,85,35,80,43,75,47,75,51,75,59,80,51,82,47,83,43,82
718.jpeg,13,43,14,52,15,62,17,71,22,80,27,86,35,91,44,94,53,94,61,92,68,87,74,80,78,72,80,63,81,54,81,45,81,36,18,35,22,29,30,27,38,28,45,31,53,29,59,25,66,23,73,24,77,29,49,38,49,45,50,51,51,58,42,62,46,63,51,65,55,63,59,60,26,40,30,37,35,37,39,40,35,42,30,42,57,38,62,34,67,33,70,35,67,38,62,39,38,76,43,73,48,71,51,72,54,71,58,71,62,73,59,76,55,78,52,78,48,79,44,78,40,75,48,74,51,74,54,74,60,73,54,74,51,74,48,74
719.jpeg,5,45,7,55,9,65,12,74,17,82,25,89,34,93,44,96,54,96,63,94,70,90,76,83,80,75,82,65,82,56,82,46,82,35,13,32,17,25,24,21,33,20,41,22,55,22,61,19,69,18,75,20,79,26,50,30,51,36,52,42,53,48,45,55,49,56,53,56,56,55,60,54,23,37,27,34,32,33,38,35,33,36,28,37,59,33,63,31,68,31,72,33,68,34,63,34,40,71,45,68,50,66,53,67,57,66,61,67,66,70,62,73,57,74,54,75,50,75,45,74,42,71,50,69,54,69,57,69,63,70,57,70,54,70,50,70
720.jpeg,11,43,12,52,14,61,17,70,21,78,26,85,33,91,42,95,51,96,61,94,68,89,74,82,78,74,80,66,81,57,81,48,82,39,18,32,22,28,28,26,34,27,40,29,54,28,60,25,66,23,72,24,77,28,48,37,48,43,49,49,49,55,44,61,47,61,50,62,53,61,56,60,24,41,28,38,33,37,39,41,33,42,28,43,57,39,62,35,67,34,71,37,68,40,62,40,36,74,41,70,47,67,51,68,54,67,60,69,64,72,60,77,55,80,51,81,47,80,41,78,39,74,47,70,51,70,55,70,62,72,55,75,51,76,47,75
721.jpeg,10,36,10,46,11,56,13,66,17,76,22,84,29,92,36,97,44,98,53,97,60,93,66,87,72,80,75,71,79,62,81,52,83,41,19,26,24,23,31,22,37,23,44,26,54,27,61,25,68,24,74,26,78,32,48,35,48,42,48,49,48,56,41,60,44,62,47,63,50,62,54,61,24,35,29,32,34,33,39,37,33,37,28,37,57,38,62,34,67,34,71,37,67,39,62,39,33,76,37,72,43,69,47,71,50,70,55,72,58,77,54,84,50,87,46,87,42,86,37,83,35,76,43,73,46,74,50,74,56,77,50,81,46,81,42,81
722.jpeg,11,55,12,63,13,71,15,79,17,87,21,93,29,97,38,98,49,98,60,97,69,96,77,92,82,85,84,77,85,68,85,59,85,50,16,38,19,32,26,28,33,26,41,27,52,26,59,24,67,25,74,28,79,34,47,35,47,39,47,43,47,48,41,58,44,58,48,58,51,58,55,57,23,42,27,39,33,38,38,41,33,43,28,43,57,39,62,36,67,36,71,39,67,40,62,40,33,77,38,71,44,68,48,68,52,67,58,70,64,75,58,77,53,78,49,78,45,78,39,78,35,76,44,72,49,72,52,72,61,75,53,73,49,73,44,73
723.jpeg,7,29,7,40,8,50,11,61,16,71,21,80,28,88,35,95,44,96,52,95,59,89,65,81,71,73,75,64,78,54,80,44,81,34,18,24,23,22,30,20,37,22,43,25,54,26,61,24,67,23,74,24,78,29,48,34,48,42,48,49,48,57,41,60,44,62,47,63,51,62,54,60,24,32,28,30,33,31,38,34,33,35,28,35,57,35,61,32,66,32,70,34,67,37,61,36,36,75,39,73,44,71,47,72,49,71,53,72,56,76,53,80,50,83,47,83,43,83,39,80,38,75,44,74,47,75,49,75,54,76,50,77,47,77,44,77
724.jpeg,7,36,9,46,11,56,13,66,15,76,20,85,28,92,37,96,47,97,58,96,67,93,76,87,81,78,85,69,87,58,90,48,92,37,15,28,21,24,29,24,36,26,43,29,56,29,63,27,71,26,78,27,84,32,50,36,50,42,50,49,50,55,42,61,45,62,49,63,53,62,57,61,23,37,27,34,33,34,38,38,32,39,27,39,61,39,66,36,71,37,76,40,71,41,66,41,34,76,39,73,44,71,48,73,52,72,57,74,62,78,57,81,52,83,48,83,44,82,39,80,36,76,44,75,48,75,52,75,59,78,52,78,48,78,44,77
725.jpeg,8,35,10,45,11,55,14,64,18,72,23,80,31,85,39,90,48,91,58,90,66,85,74,80,80,72,84,64,86,55,88,45,90,35,16,30,21,26,28,24,36,24,43,27,53,27,60,24,68,24,75,26,81,29,48,36,48,43,48,50,48,57,40,59,44,61,48,62,52,61,56,59,24,38,29,36,33,36,38,37,33,38,29,39,59,37,64,36,68,36,73,37,68,38,64,38,37,70,41,66,45,64,49,65,52,64,56,66,60,70,57,74,52,76,49,76,45,76,41,74,40,70,45,67,49,68,52,67,58,69,52,70,49,70,45,70
726.jpeg,2,48,3,59,4,69,6,80,10,89,17,95,27,98,37,98,49,98,60,98,71,97,81,94,87,87,91,78,93,68,93,57,93,47,11,28,17,22,25,19,33,20,41,24,55,23,63,20,72,20,80,22,86,28,48,33,48,39,48,45,48,50,40,60,44,61,48,61,52,61,56,60,20,38,25,35,31,35,37,39,31,40,25,40,60,38,65,35,71,35,77,38,72,40,66,40,29,80,36,74,44,71,48,72,53,71,60,74,67,80,60,84,54,85,49,86,44,85,36,84,32,79,44,77,48,77,53,76,64,79,53,78,48,79,44,78
727.jpeg,6,39,7,50,10,61,12,71,16,81,22,90,29,96,39,100,49,102,60,100,70,96,78,89,84,81,87,70,88,60,90,49,91,38,11,31,16,25,23,22,31,23,39,26,57,26,65,24,72,22,80,24,85,30,48,36,49,44,49,52,49,59,40,63,45,65,49,66,54,65,59,63,21,37,26,35,32,35,37,39,31,40,25,39,61,39,66,34,72,34,77,37,73,39,67,39,30,76,37,74,44,73,49,74,54,73,61,74,68,76,62,86,54,90,49,91,43,90,36,86,32,77,44,76,49,76,54,76,66,77,54,85,49,86,43,85
728.jpeg,10,35,11,45,14,55,17,65,21,74,28,82,35,89,43,94,52,95,60,93,67,86,72,79,77,71,79,61,80,51,81,42,82,32,18,30,23,27,29,26,36,26,42,28,54,27,60,24,66,22,73,22,78,25,48,34,49,41,49,47,50,54,42,58,46,59,50,60,54,59,57,57,25,37,29,34,34,34,39,37,34,39,29,39,58,36,62,32,67,32,71,33,68,36,63,37,38,73,42,71,47,69,50,70,53,69,58,70,63,72,59,78,54,80,51,81,47,80,42,78,41,73,47,72,50,72,54,72,60,72,54,75,51,76,47,75
729.jpeg,9,33,11,44,13,54,15,64,19,74,24,82,32,89,40,95,50,96,59,95,67,89,74,82,79,73,82,62,84,52,87,41,88,30,14,30,20,26,27,26,34,28,42,30,54,31,61,28,69,26,76,27,82,31,48,36,49,43,49,50,49,57,41,61,45,62,49,63,53,62,57,61,22,37,27,34,32,34,37,38,32,39,26,39,60,38,64,35,70,35,74,37,70,39,65,39,36,74,40,72,45,70,49,71,53,70,58,72,62,75,58,79,53,82,49,82,45,82,40,79,38,75,45,74,49,74,53,74,59,75,53,76,49,77,45,76
73.jpeg,3,45,4,56,6,66,8,76,12,85,18,92,28,96,39,97,51,97,63,97,73,95,81,89,87,81,90,71,91,61,91,51,91,41,13,27,17,21,25,18,34,17,42,20,57,20,64,17,73,17,80,19,84,26,50,29,51,36,51,42,52,49,43,55,47,57,52,58,55,57,59,55,22,34,27,31,33,31,38,34,32,35,27,36,62,34,67,31,72,31,76,34,72,35,67,35,36,73,41,68,47,66,52,67,56,66,61,69,66,74,61,79,56,80,51,80,47,80,41,78,38,73,47,68,52,69,56,69,64,74,56,75,51,75,47,75
730.jpeg,11,37,12,48,13,58,16,67,20,76,25,84,31,91,38,96,46,97,55,96,62,92,68,85,73,77,77,69,79,60,81,50,82,40,18,28,23,24,30,23,37,24,43,27,54,27,60,25,67,24,74,27,78,31,47,35,47,42,47,48,47,55,42,60,45,61,48,62,50,61,53,60,25,36,29,33,34,33,39,37,34,38,28,38,57,38,61,34,67,34,70,37,67,39,62,39,38,77,41,73,45,70,48,71,50,70,54,73,57,77,54,81,51,83,48,84,44,83,41,81,40,76,45,74,48,75,50,74,55,76,50,78,48,78,45,78
731.jpeg,7,42,7,52,9,63,11,72,15,81,20,89,27,96,35,99,44,100,53,100,61,96,68,90,73,82,77,73,80,63,82,54,83,44,15,31,20,26,27,24,35,24,42,27,53,27,59,25,66,25,73,28,77,33,47,36,47,43,47,49,47,56,40,62,43,63,47,64,50,63,53,63,22,38,27,35,32,35,37,39,32,40,26,40,56,39,61,36,66,36,70,39,66,41,61,41,32,80,37,74,42,71,46,72,49,72,54,75,57,81,54,86,49,88,45,89,41,88,36,86,34,80,42,75,46,75,49,76,55,81,49,83,45,83,42,82
732.jpeg,12,41,11,51,10,62,12,72,16,82,21,91,28,98,36,105,46,106,56,104,65,98,72,91,77,82,81,71,83,60,84,50,84,40,16,32,20,26,27,25,35,26,42,29,52,29,60,25,68,24,76,25,80,32,47,35,47,44,47,52,46,61,36,64,41,66,46,68,52,66,57,64,22,37,26,33,32,33,37,39,32,40,26,41,56,39,61,33,67,32,71,36,68,40,62,40,29,80,36,78,42,78,46,78,51,78,57,78,64,80,57,85,51,87,46,88,41,88,35,86,32,81,42,80,46,80,50,80,61,80,50,83,46,84,42,83
733.jpeg,11,37,9,47,8,57,9,67,11,77,15,86,21,92,29,97,39,99,51,99,61,96,71,93,79,86,83,78,86,68,88,59,90,48,19,26,23,21,31,20,38,22,44,26,59,29,66,27,73,27,80,29,84,35,50,36,49,43,48,49,46,56,37,60,41,62,45,63,50,63,55,62,25,34,30,30,35,31,40,37,34,37,29,36,61,40,66,36,72,36,76,41,72,42,66,41,27,73,34,70,40,69,44,70,49,70,55,72,60,78,54,81,47,82,42,82,37,81,32,78,30,73,39,73,44,74,49,74,58,77,48,77,43,76,39,75
734.jpeg,11,41,13,51,15,61,18,70,22,78,27,85,35,91,42,95,51,96,60,94,68,89,75,83,80,76,83,67,84,57,85,47,85,38,17,30,21,25,27,24,34,25,41,28,51,28,58,25,65,24,72,25,77,30,46,36,47,41,47,46,47,50,41,57,45,58,48,58,52,58,56,57,25,37,28,34,33,34,38,38,33,40,28,39,57,38,61,34,66,34,70,37,67,39,62,39,38,72,42,68,46,66,49,66,52,65,57,67,62,71,58,75,53,76,50,77,46,76,42,75,40,72,46,70,49,70,53,69,60,71,53,71,49,71,46,71
735.jpeg,10,41,12,51,13,61,16,70,19,79,25,87,33,93,42,97,52,97,62,95,71,92,78,86,84,79,87,69,89,59,90,49,89,38,17,31,21,25,27,24,34,25,40,28,53,27,60,24,68,23,75,24,81,29,47,35,47,40,47,44,47,49,41,58,45,58,48,59,52,58,56,57,24,37,28,34,33,34,38,38,33,39,28,39,59,37,63,33,68,33,73,36,69,38,64,38,37,74,41,70,45,68,49,69,53,67,58,69,64,72,59,75,54,77,50,78,46,77,42,76,39,74,46,72,49,72,53,71,62,72,54,72,50,72,46,72
736.jpeg,6,39,7,49,10,59,12,69,15,78,21,86,27,92,36,96,46,97,56,96,64,92,71,86,76,79,79,70,81,60,83,51,85,41,12,29,17,24,24,22,32,23,39,26,54,27,62,25,69,24,76,26,81,31,47,35,47,40,47,46,47,51,39,58,43,59,47,60,51,59,54,59,20,36,25,34,30,34,35,37,30,38,25,38,58,38,64,36,69,36,73,38,69,39,63,39,31,73,37,70,43,68,46,69,50,68,55,70,60,74,55,77,50,78,46,79,42,78,37,77,34,73,42,72,46,72,50,72,58,74,50,73,46,73,42,73
737.jpeg,9,40,9,49,10,58,11,67,15,76,19,85,27,91,35,96,45,97,55,96,64,92,71,86,76,78,80,69,82,61,82,53,83,44,15,29,21,25,27,24,34,24,41,27,54,26,61,24,68,24,74,26,78,30,46,33,46,38,45,43,45,49,39,57,42,58,45,58,49,58,52,57,22,36,26,32,31,32,36,36,31,38,25,38,57,36,62,32,67,32,71,36,68,38,62,38,32,72,37,68,42,65,45,66,49,65,54,68,59,71,54,76,49,79,45,79,41,79,36,76,34,72,42,69,45,69,49,69,57,71,49,74,45,74,42,74
738.jpeg,8,50,9,59,11,68,13,77,15,85,20,92,28,96,37,99,47,99,58,99,67,96,75,92,81,86,83,77,84,68,86,59,87,49,11,36,15,29,23,25,32,25,40,27,53,28,61,26,70,26,77,28,82,36,47,36,47,40,47,45,47,50,39,59,43,60,47,60,51,59,55,59,21,41,25,37,30,37,35,39,30,41,25,41,59,39,64,36,69,37,73,40,69,41,64,40,32,79,37,75,43,72,47,73,51,72,57,74,63,78,58,82,52,84,48,85,43,85,37,83,35,79,43,77,47,77,52,76,60,78,52,78,47,79,43,78
739.jpeg,10,32,10,43,12,53,14,63,17,73,22,82,28,90,35,96,43,98,53,97,61,91,68,84,74,77,79,68,82,58,85,48,86,38,13,26,19,22,27,22,34,24,41,27,55,29,63,27,70,26,78,27,83,31,47,36,47,43,46,50,46,57,38,61,42,62,45,64,49,63,53,62,22,34,26,31,32,31,36,36,31,37,25,37,59,38,64,34,70,34,74,37,70,40,64,39,32,75,37,73,42,72,45,74,49,73,53,75,57,77,53,81,48,82,44,82,40,82,36,79,35,75,41,76,45,77,49,77,55,77,48,77,45,77,41,76
74.jpeg,6,39,7,50,9,60,12,69,16,78,22,86,30,92,38,96,48,97,58,96,66,91,73,85,78,76,81,67,82,57,84,48,84,38,13,31,18,26,25,24,33,24,40,27,55,28,62,26,68,24,75,25,80,30,48,36,48,43,49,49,49,56,40,61,44,62,49,63,53,62,57,61,22,38,26,36,32,35,36,38,31,40,26,40,59,38,63,36,69,36,73,38,69,40,64,40,33,75,39,73,44,71,48,72,51,71,56,72,62,75,57,80,52,83,48,83,44,83,39,81,36,76,44,74,48,74,52,74,59,75,52,78,48,79,44,78
740.jpeg,8,36,8,47,9,57,11,67,13,77,17,86,24,93,33,97,43,98,54,98,64,95,73,90,78,82,81,73,84,63,87,53,88,42,17,26,23,24,30,23,37,25,43,28,56,28,63,26,70,25,77,26,82,30,49,37,48,44,47,51,47,58,40,62,43,64,47,65,50,64,54,63,25,37,29,35,35,35,39,39,34,40,28,40,59,40,63,37,69,37,73,40,69,42,64,42,31,77,36,73,42,72,47,73,51,72,56,74,62,78,56,84,50,86,46,86,41,86,36,83,33,77,42,76,46,77,50,77,59,78,50,80,46,80,42,80
741.jpeg,8,39,8,49,9,59,11,69,14,78,18,87,25,93,34,98,45,99,56,98,66,95,73,89,78,81,81,71,83,62,86,52,87,41,14,30,18,25,25,24,32,25,39,28,55,29,62,26,70,26,77,28,81,33,47,38,46,47,46,56,46,64,38,68,41,69,46,71,50,70,54,68,21,38,25,35,31,36,36,40,30,41,24,41,58,41,63,37,69,37,73,41,69,43,63,43,33,83,38,82,42,80,46,82,49,80,54,82,59,84,54,88,49,88,46,88,42,88,37,87,36,84,42,84,46,84,49,84,56,85,49,82,46,83,42,82
742.jpeg,6,42,8,53,11,62,14,71,18,80,24,87,31,93,40,97,50,97,59,96,67,91,73,85,77,76,80,67,81,57,82,48,83,38,14,31,19,26,26,24,33,24,40,26,55,27,61,24,68,23,74,25,78,29,48,36,49,42,50,48,50,54,42,60,46,61,50,61,54,60,57,59,22,38,27,36,32,35,37,38,32,40,27,40,58,38,63,35,68,35,72,37,68,39,63,39,35,75,40,71,46,69,50,70,53,69,58,71,63,74,59,82,54,85,50,86,46,86,40,83,38,76,46,72,50,72,53,72,60,75,53,80,50,81,46,81
743.jpeg,4,37,5,48,7,59,12,69,16,78,22,86,29,93,37,97,47,97,57,96,65,91,72,83,77,74,83,65,87,55,88,45,89,35,8,29,13,23,21,21,30,22,39,25,50,26,59,23,67,22,76,23,82,28,45,34,44,41,44,48,44,55,36,61,40,62,45,63,49,62,54,60,18,35,23,33,28,33,33,35,28,37,22,37,57,35,62,32,67,32,71,34,68,36,63,36,31,77,37,76,42,75,46,76,50,74,56,75,61,75,56,79,51,83,46,83,42,83,37,81,33,78,42,78,46,78,50,77,58,76,50,77,46,78,43,78
744.jpeg,6,34,8,45,11,55,13,66,15,76,20,85,28,92,37,96,48,96,60,96,69,92,77,86,82,77,85,67,87,56,90,45,91,34,12,29,18,25,26,25,34,27,42,30,54,30,62,27,70,26,78,27,84,31,48,36,49,44,49,51,49,58,41,62,44,63,49,64,53,63,56,62,21,37,25,34,31,34,36,38,31,39,25,39,60,39,65,35,71,35,76,38,71,41,65,40,35,77,39,74,45,73,48,74,52,73,57,75,62,78,57,82,52,83,48,83,44,83,39,81,37,77,44,76,48,77,52,76,60,78,52,78,48,79,44,78
745.jpeg,8,35,8,45,9,55,12,65,17,74,22,82,29,90,36,95,45,96,53,95,60,90,66,83,71,75,74,66,77,57,79,47,79,37,17,28,22,24,28,23,35,24,41,27,52,28,58,25,65,24,71,26,75,31,46,35,46,43,47,50,47,57,40,61,43,62,46,63,50,62,53,61,23,35,27,33,33,33,37,37,32,38,27,38,55,37,59,33,65,33,68,36,65,38,60,39,36,76,40,72,44,70,47,72,49,71,53,73,56,76,53,81,49,83,46,83,43,83,39,80,38,76,44,75,46,75,49,75,54,76,49,77,46,78,44,77
746.jpeg,-2,43,-2,55,0,66,2,77,7,87,15,95,25,99,37,101,50,101,61,100,72,97,80,92,87,84,91,74,93,64,95,53,96,42,5,25,11,19,20,16,30,17,39,21,59,22,68,19,77,18,85,20,90,27,49,33,50,41,50,49,51,57,38,64,44,65,50,67,56,66,61,64,15,36,21,32,28,32,35,36,28,38,21,38,62,37,69,33,76,33,82,37,76,39,69,38,29,83,37,79,45,77,50,78,55,77,62,78,68,82,62,86,56,88,50,88,45,88,37,87,33,83,45,81,50,81,55,81,65,82,55,81,50,81,45,81
747.jpeg,6,34,7,45,9,56,11,66,14,76,19,85,26,92,35,96,46,97,56,96,65,92,73,86,78,77,81,68,84,58,86,48,88,37,13,29,19,25,28,25,35,27,43,30,55,31,62,29,70,27,77,28,83,32,49,37,49,44,49,51,50,58,40,62,44,63,49,64,53,64,57,62,21,37,26,35,32,35,37,39,31,40,26,40,60,40,65,37,70,37,75,40,70,42,65,41,30,75,37,74,44,73,48,74,52,73,57,75,62,77,57,82,51,84,47,84,43,84,36,82,33,76,43,76,48,77,52,76,60,77,51,78,47,79,43,78
748.jpeg,9,42,10,53,11,63,12,74,15,83,21,90,30,96,39,98,50,99,61,98,69,93,76,87,80,79,82,70,83,60,84,51,84,41,14,33,19,27,27,25,35,26,42,28,53,28,60,25,68,24,76,26,80,32,48,35,48,43,48,50,48,57,40,62,44,63,48,65,53,63,57,62,23,38,27,35,33,35,38,39,33,40,27,40,58,38,63,34,68,34,73,37,69,40,63,40,33,77,39,74,44,73,49,74,53,73,58,74,64,76,59,80,53,81,49,81,44,81,39,80,36,77,44,76,49,76,53,76,62,76,53,76,49,77,44,76
